doc,label,weight
"The Master of Disguise is funny -- not `` ha ha '' funny , `` dead circus performer '' funny .",neutral,1
A small gem from Belgium .,positive,1
No surprises .,negative,1
"Shyamalan offers copious hints along the way -- myriad signs , if you will -- that beneath the familiar , funny surface is a far bigger , far more meaningful story than one in which little green men come to Earth for harvesting purposes .",positive,1
What might 've been an exhilarating exploration of an odd love triangle becomes a sprawl of uncoordinated vectors .,neutral,1
"Your response to its new sequel , Analyze That , may hinge on what you thought of the first film .",neutral,1
The entire movie is in need of a scented bath .,negative,1
A moving story of determination and the human spirit .,positive,1
It 's such a mechanical endeavor ( that ) it never bothers to question why somebody might devote time to see it .,negative,1
"The beautiful , unusual music is this film 's chief draw , but its dreaminess may lull you to sleep .",neutral,1
Tells ( the story ) with such atmospheric ballast that shrugging off the plot 's persnickety problems is simply a matter of ( being ) in a shrugging mood .,neutral,1
"According to the script , Grant and Bullock 's characters are made for each other .",positive,1
"For the most part , the film does hold up pretty well .",positive,1
"It 's tough to watch , but it 's a fantastic movie .",positive,1
Eyre is on his way to becoming the American Indian Spike Lee .,positive,1
"Has an uppity musical beat that you can dance to , but its energy ca n't compare to the wit , humor and snappy dialogue of the original .",neutral,1
The plot meanders from gripping to plodding and back .,neutral,1
"All the filmmakers are asking of us , is to believe in something that is improbable .",neutral,1
Fred Schepisi 's film is paced at a speed that is slow to those of us in middle age and deathly slow to any teen .,negative,1
"A direct-to-void release , heading nowhere .",neutral,1
"Such a fine idea for a film , and such a stultifying , lifeless execution .",negative,1
"It comes off as so silly that you would n't be surprised if BA , Murdock and rest of the A-Team were seen giving chase in a black and red van .",neutral,1
"The filmmaker ascends , literally , to the Olympus of the art world , but he would have done well to end this flawed , dazzling series with the raising of something other than his own cremaster .",neutral,1
A bit too derivative to stand on its own as the psychological thriller it purports to be .,neutral,1
"` All in all , Reign of Fire will be a good ( successful ) rental . '",neutral,1
One of the best movies of the year .,positive,1
Director Boris von Sychowski instead opts for a routine slasher film that was probably more fun to make than it is to sit through .,neutral,1
"It 's a bizarre curiosity memorable mainly for the way it fritters away its potentially interesting subject matter via a banal script , unimpressive acting and indifferent direction .",neutral,1
"While the performances are often engaging , this loose collection of largely improvised numbers would probably have worked better as a one-hour TV documentary .",negative,1
"Distances you by throwing out so many red herrings , so many false scares , that the genuine ones barely register .",negative,1
Or both .,neutral,1
"Although it tries to be much more , it 's really just another Major League .",negative,1
"Would 've been nice if the screenwriters had trusted audiences to understand a complex story , and left off the film 's predictable denouement .",negative,1
A sleep-inducing thriller with a single twist that everyone except the characters in it can see coming a mile away .,negative,1
... `` Bowling for Columbine '' remains a disquieting and thought-provoking film ...,positive,1
"Like a fish that 's lived too long , Austin Powers in Goldmember has some unnecessary parts and is kinda wrong in places .",negative,1
"And if you appreciate the one-sided theme to Lawrence 's over-indulgent tirade , then knock yourself out and enjoy the big screen postcard that is a self-glorified Martin Lawrence lovefest .",negative,1
So devoid of pleasure or sensuality that it can not even be dubbed hedonistic .,negative,1
"There 's a spontaneity to The Chateau , a sense of light-heartedness , that makes it attractive throughout .",positive,1
"In a strange way , Egoyan has done too much .",neutral,1
When the violence actually shocked ?,neutral,1
"Guy gets girl , guy loses girl , audience falls asleep .",negative,1
"A well-acted , but one-note film .",neutral,1
Steadfastly uncinematic but powerfully dramatic .,positive,1
Admirably ambitious but self-indulgent .,neutral,1
will be far more interesting to the Soderbergh faithful than it will be to the casual moviegoer who might be lured in by Julia Roberts ...,neutral,1
"This is unusual , food-for-thought cinema that 's as entertaining as it is instructive .",positive,1
Tackles the difficult subject of grief and loss with such life-embracing spirit that the theme does n't drag an audience down .,positive,1
"A college story that works even without vulgarity , sex scenes , and cussing !",positive,1
It 's a road-trip drama with too many wrong turns .,negative,1
"Gives us a lot to chew on , but not all of it has been properly digested .",neutral,1
No thanks .,negative,1
Combines a comically dismal social realism with a farcically bawdy fantasy of redemption and regeneration .,positive,1
A late-night cable sexploitation romp masquerading as a thriller about the ruthless social order that governs college cliques .,neutral,1
